NumberInFamily,GEOID
1,42101013100
3,42101024700
1,42101024500
1,42101002500
1,42101013300
1,42101033800
1,42101025200
1,42101010300
1,42101028300
2,42101013300
1,42101008400
1,42101009200
1,42101008500
1,42101006600
1,42101008301
2,42101017800
1,42101037700
1,42101029800
1,42101001900
1,42101010500
3,42101008400
1,42101007300
1,42101008301
1,42101017702
1,42101030100
1,42101032300
1,42101011100
1,42101037700
1,42101001400
3,42101026200
3,42101011200
1,42101007101
3,42101008500
1,42101002801
1,42101003701
1,42101037200
3,42101031900
1,42101000401
1,42101010100
1,42101017900
1,42101006600
2,42101008500
1,42101008301
1,42101003600
1,42101008302
1,42101008601
1,42101002400
2,42101003701
3,42101031900
1,42101011000
1,42101026500
1,42101027800
3,42101028800
1,42101024500
2,42101017100
1,42101016901
1,42101032900
1,42101029400
1,42101003200
1,42101009300
1,42101013900
1,42101020200
4,42101036303
6,42101010100
4,42101020101
2,42101019700
1,42101009400
2,42101008102
2,42101028400
1,42101015101
1,42101039002
4,42101011900
5,42101025200
5,42101033000
1,42101013900
2,42101024500
1,42101003701
1,42101010900
2,42101016702
1,42101011400
2,42101015300
4,42101013800
2,42101024000
1,42101034900
1,42101024100
1,42101006700
2,42101039002
1,42101010000
4,42101025200
1,42101018001
2,42101034701
1,42101013100
1,42101024900
1,42101011400
1,42101007400
1,42101008301
2,42101015102
1,
6,42101029400
4,42101028600
2,42101018801
1,42101007000
1,42101017800
1,42101018802
1,42101008301
1,42101032000
2,42101037700
1,42101010100
4,42101003300
1,42101024300
2,42101038200
3,42101020200
1,42101037700
2,42101030000
2,42101008500
1,42101017202
2,42101031200
2,42101014900
3,42101003200
2,42101010800
2,42101025200
1,42101016400
1,42101030000
2,42101030000
4,42101010800
2,42101031700
1,42101010400
1,42101024300
1,42101020102
3,42101003702
2,42101030800
2,42101028400
5,42101008400
1,42101028000
2,42101024700
2,
4,42101025300
1,42101011000
1,42101000500
1,42101025900
1,42101027700
3,42101027902
1,42101026600
2,42101030200
3,42101030000
4,42101024600
2,42101009500
3,42101008200
2,42101014100
3,42101026600
2,42101033800
1,42101003901
1,42101032100
2,42101030000
2,42101010800
1,42101026800
1,42101017900
3,42101030000
3,42101006700
1,42101003701
3,42101030502
5,42101007000
2,
1,42101007000
4,42101016702
1,42101017800
5,42101003701
5,42101011300
3,42101011200
4,42101026302
2,42101031600
3,42101014900
6,42101025200
4,42101010800
2,42101003200
5,42101010100
4,42101025200
6,42101024600
3,42101006700
3,42101011200
4,42101028400
4,42101010300
2,42101039002
4,42101016901
3,42101032500
3,42101014700
2,
2,42101038000
3,42101006200
2,42101016702
2,42101008000
2,42101008302
1,42101012204
4,42101027700
5,42101030900
2,42101033300
2,42101011800
3,42101034803
4,42101009100
3,42101029400
2,42101008500
1,42101012204
2,42101003701
5,42101027402
1,42101009802
4,42101032500
1,42101011000
5,42101026302
5,42101020101
4,42101013900
4,42101006200
4,42101015102
4,42101030100
2,42101034502
4,42101015101
3,42101007000
2,42101026301
5,42101016902
1,42101035702
1,42101033702
3,42101009500
2,42101038100
2,42101034501
1,42101035601
2,42101033701
2,42101006200
2,42101034502
1,42101016701
1,42101036501
1,42101013300
1,42101028000
1,42101003300
3,42101010400
1,42101006200
1,42101006700
1,42101008301
4,42101003002
1,42101007200
1,42101028200
1,42101010600
1,42101031900
1,42101012204
1,42101025200
1,42101028000
1,42101026301
2,42101027901
2,42101033701
2,42101016702
4,42101003702
4,42101029300
7,42101013800
2,42101016902
3,42101025200
2,42101028600
3,42101015102
2,42101015300
1,42101011200
2,42101029800
4,42101008400
4,42101032300
2,42101008301
1,42101008400
2,42101013900
1,42101019900
1,42101020300
1,42101028000
1,42101026000
1,42101013900
1,42101032600
1,42101008301
2,42101024900
2,42101016800
1,42101024500
2,42101028000
3,42101030000
3,42101003300
6,42101011900
2,42101006700
2,42101020101
7,42101026800
1,42101010800
4,42101004101
1,42101030000
1,42101008101
6,42101016702
1,42101020200
1,42101027402
1,42101026301
2,42101024500
1,42101028600
2,42101007000
2,42101007200
6,42101015200
2,42101029200
4,42101020300
6,42101010400
2,42101003100
4,42101020300
1,42101003200
1,42101003200
5,42101016902
1,42101033000
5,42101011200
4,42101003701
2,42101008301
5,42101013300
3,42101027901
5,42101009400
2,42101028000
2,42101008602
1,42101008301
2,42101027901
2,42101013900
1,42101029800
1,42101024300
4,42101032100
2,42101010200
3,42101027901
3,42101008302
2,42101008602
1,42101024300
1,42101016901
1,42101010100
3,42101011200
1,42101035200
3,42101027500
1,42101011000
1,42101032100
4,42101020400
4,42101015102
4,42101025200
3,42101019800
2,42101029900
3,42101009400
4,42101014700
2,42101009300
1,42101009300
3,42101003300
1,42101017201
4,42101006700
1,42101006700
2,42101028200
1,42101027600
6,42101025200
1,42101006500
2,42101009600
5,42101029000
2,42101008000
4,42101025300
4,42101026700
4,42101011200
1,42101030100
3,42101010700
1,42101027800
4,42101025300
3,42101025300
2,42101026600
2,42101024400
1,42101027600
1,42101033000
3,
1,42101016901
3,42101031102
4,42101033000
4,42101030600
3,42101007102
3,42101027700
4,42101027700
3,42101016701
6,42101024200
4,42101030200
2,42101019700
4,42101031300
2,42101036202
4,42101028400
2,42101026302
6,42101013800
2,42101007102
5,42101008400
4,42101016702
5,42101028000
1,42101036201
3,42101027600
3,42101011400
5,42101034900
5,42101030000
4,42101010400
3,42101031401
5,42101031101
1,42101030000
2,42101011900
2,42101007102
2,42101020101
5,42101030100
3,42101025200
4,42101024400
3,42101007200
5,42101002500
2,42101024300
3,42101032100
4,42101020200
1,42101024500
1,42101035601
2,42101035701
2,
1,42101014900
1,42101020101
1,42101024500
1,42101013900
1,42101035702
1,42101006000
1,42101008602
2,42101034400
1,42101032100
1,42101002500
1,42101029800
1,42101016902
3,42101026302
4,42101008301
1,42101009200
1,42101026800
5,42101033101
2,42101013900
2,42101029000
1,42101030100
3,42101008102
2,42101003300
5,42101038100
4,42101010700
1,42101031200
1,42101008101
1,42101019900
10,42101016500
2,42101034900
4,42101030200
3,42101017201
3,42101006700
3,42101028600
3,42101003300
2,42101031800
4,42101020101
2,42101016002
1,42101029800
3,42101033000
2,42101011400
1,42101028300
1,42101013300
1,42101034100
1,42101026800
3,42101007200
2,42101031102
1,42101034701
1,42101028100
2,42101016200
1,42101030100
1,42101027901
2,42101032500
1,42101008301
3,42101038000
3,42101011200
2,42101018802
1,42101006700
2,42101001102
1,42101027402
1,
1,
3,42101028600
1,42101008302
1,42101027902
2,42101013300
2,42101026700
5,42101016200
2,42101010400
1,42101011100
1,42101014900
1,42101007300
4,42101010000
1,42101011300
3,42101034802
3,42101010400
3,42101009300
4,42101003100
1,42101013900
1,42101011100
2,42101016702
2,42101026400
2,42101008301
1,42101028600
3,42101016901
1,42101006700
3,42101008500
1,42101032000
1,42101027600
1,42101008101
3,42101019000
2,42101028200
3,42101032600
1,42101014700
1,42101034900
2,42101003701
5,42101031200
1,42101024600
2,42101006500
2,42101009600
2,42101024500
2,42101016902
1,42101011000
2,42101009300
5,42101025300
1,42101010700
1,42101029800
2,42101008400
2,42101008302
4,42101031200
7,42101010700
1,42101006300
3,42101007200
4,42101011200
9,
2,42101039001
2,42101014700
4,42101030000
4,42101006500
3,42101020200
1,42101006700
2,42101023800
1,42101020300
1,42101019700
4,42101024900
1,42101027401
1,42101008500
2,42101017400
1,
1,42101017701
3,42101030501
3,42101017900
1,42101024700
3,42101016701
3,42101039002
4,42101007200
2,42101010200
2,42101016600
4,42101016702
2,42101027700
6,42101025200
5,42101003701
3,42101010600
3,42101010400
3,42101008400
2,42101028400
2,42101032300
2,42101020300
3,42101008602
4,42101026700
2,42101011000
3,42101010400
6,42101009300
7,42101011200
2,42101010300
3,42101020102
6,42101006500
4,42101011500
4,42101017900
5,42101028300
5,42101006700
7,42101008302
3,42101036301
4,42101033000
4,42101029300
2,42101033600
1,42101026200
2,42101009200
3,42101008302
3,42101032000
4,42101033000
1,42101011900
1,42101035601
2,42101034502
2,42101034502
1,42101035601
1,
1,42101035500
1,42101033701
1,42101033800
1,42101035701
1,42101009200
1,42101036301
1,42101002500
1,42101024000
2,42101008601
1,42101008301
1,42101025900
1,42101008400
1,42101010000
3,42101008602
1,42101006700
1,42101020000
2,42101010100
1,42101005500
1,42101006600
1,42101028200
1,42101010600
1,42101023700
1,42101030100
1,42101029800
6,42101028600
2,42101030000
3,42101014900
1,42101008101
3,42101028902
4,42101032300
3,42101027700
2,42101031900
2,42101030000
3,42101037700
3,42101002100
1,42101003300
4,42101032300
4,42101016800
5,42101024600
2,42101031200
2,42101028700
1,42101038301
3,42101008302
1,42101030100
2,42101006200
3,42101009600
1,42101011900
1,42101039002
2,42101003100
1,
2,42101016701
4,42101003701
3,42101020101
2,42101016400
1,42101009600
3,42101028300
1,42101011300
2,42101020200
1,42101011000
5,42101031200
3,42101016400
1,42101031101
2,42101002701
3,42101024500
1,42101008500
2,42101028100
1,42101010100
1,42101030501
2,42101038000
2,42101011800
1,42101033701
1,42101016901
1,42101010500
1,
3,42101034802
1,42101002500
1,42101013300
3,42101011500
5,42101013300
1,
1,42101019000
1,42101030000
1,42101024300
2,42101024200
1,42101006300
6,42101032500
1,42101037900
1,42101000500
3,42101031101
3,42101007102
3,42101024900
1,42101010300
4,42101029200
5,42101017300
2,42101024500
6,42101010100
2,42101028300
1,42101006400
1,42101033000
4,42101008500
4,42101010400
2,42101005500
1,42101006700
2,42101003100
3,42101017202
1,42101037700
8,42101007000
3,42101008200
1,42101007102
1,42101007102
1,42101039002
1,42101013701
6,42101017202
3,42101009200
8,42101024800
4,42101027300
3,42101010900
3,42101002500
4,42101026301
2,42101032300
1,42101034502
4,42101028800
2,42101008000
6,42101019700
2,42101020200
2,42101033102
3,42101019200
4,42101027700
1,42101013900
3,42101011900
2,42101028902
1,42101026500
2,42101024800
4,42101011400
4,42101003300
8,42101009500
3,42101008000
1,42101030100
6,42101008200
2,42101027901
4,
1,42101025400
2,42101002000
4,42101025200
2,42101017300
1,42101024300
3,42101028000
2,42101020101
3,42101026600
4,42101034802
1,42101027901
1,42101009300
3,42101026800
4,42101024500
4,42101008101
3,42101006600
2,42101027200
1,42101024900
5,42101020400
4,42101006500
3,42101039001
4,42101034900
1,42101010300
4,
4,42101024400
2,42101009600
1,42101024100
3,42101024700
7,42101014900
3,42101032600
2,42101003901
6,42101015101
2,42101007400
3,42101007300
4,42101006000
5,42101010900
3,42101024000
9,42101002500
5,42101039002
4,42101029800
4,42101002500
5,42101013900
4,42101024900
4,42101028000
4,42101010200
2,42101024200
2,42101034701
4,42101008500
3,42101031402
5,42101028100
1,42101035500
2,42101035702
2,42101035701
7,42101015101
2,42101035500
2,42101035702
1,42101032900
1,42101008301
2,42101010000
1,42101008301
2,42101029800
1,42101026800
2,42101017500
7,42101010700
1,42101010800
2,42101030000
1,42101028100
2,42101025200
5,42101018801
1,42101029900
4,42101004104
1,42101008301
3,42101032600
2,42101026700
2,42101008301
2,42101007300
2,42101017300
1,42101011000
1,42101007000
3,42101008500
4,42101015300
2,42101019100
1,42101014201
2,42101033000
1,42101006000
1,42101006000
1,42101012100
1,42101024300
2,42101029300
2,42101010800
2,42101016800
4,42101029300
1,42101010300
2,42101016800
2,42101036202
1,42101008400
1,42101016100
5,42101030501
1,42101020101
1,42101010900
3,42101038000
4,42101032300
1,42101009600
4,42101024700
2,42101002500
2,42101028600
2,42101024000
3,42101032000
3,42101024500
1,42101008400
1,42101030000
3,42101009600
1,42101009801
2,42101008200
1,42101014900
2,42101006700
1,42101013900
2,42101010100
1,42101038200
3,42101008102
1,42101033300
1,42101037700
2,42101030501
3,42101037700
2,42101016702
4,42101006500
1,42101028000
1,42101030501
2,42101030501
2,42101025300
1,42101011000
4,42101002500
1,42101024300
2,42101020102
4,42101026800
4,42101013900
2,42101004002
2,42101007102
2,42101011800
4,42101031900
3,42101007300
2,42101010600
2,42101024300
3,42101017800
1,42101003200
2,42101037700
4,42101030502
2,42101003701
1,42101024000
2,42101003300
6,42101025900
3,42101024400
1,42101009300
2,42101019100
5,42101009500
6,42101014900
3,42101038900
1,42101011900
1,42101031300
5,42101030000
1,42101020101
5,42101028600
2,42101036202
2,42101025700
6,42101031900
4,42101007400
1,42101024500
3,42101009500
3,42101006300
5,42101029800
2,42101038301
1,42101012100
3,42101010200
8,42101004103
6,42101015200
3,42101031900
1,42101003901
8,42101011800
1,42101033701
3,42101008102
3,42101035601
1,42101006700
1,42101033701
1,42101035601
1,
1,42101035601
2,42101035701
1,
5,42101016800
5,42101006000
1,42101034100
1,42101013702
1,42101013200
1,42101002100
1,42101010100
2,42101006600
1,42101028200
1,42101008301
1,42101003300
4,42101008500
1,42101009300
1,42101006700
3,42101027700
1,42101003300
1,42101003100
1,42101020200
1,42101010700
1,42101011100
2,42101010100
2,42101003701
2,42101011900
1,42101003701
1,42101030000
1,42101007400
4,42101027402
1,42101026500
4,42101019900
1,42101034900
1,42101024100
1,42101013300
2,42101028200
1,42101006700
1,42101000401
1,42101031000
3,42101032100
6,42101026302
2,42101013900
1,42101010100
1,42101010400
6,42101010000
1,42101024700
4,42101009300
2,42101033701
2,42101030000
5,42101009300
5,42101027700
1,42101029900
3,42101011100
3,42101026500
4,42101028000
3,42101027401
1,42101003300
2,42101009200
3,42101007102
2,42101003100
1,42101011900
1,42101028200
3,42101008302
1,42101017300
1,42101006400
2,42101007300
4,42101032500
1,42101033701
2,42101011200
1,42101011000
1,42101024700
1,42101024700
1,42101013900
1,42101010800
3,42101031102
4,42101010100
2,42101015700
4,42101028800
2,42101008200
2,42101004101
5,42101007102
6,42101011100
2,42101007102
1,42101008200
2,42101027800
2,42101030501
1,42101033000
1,42101025200
3,42101016800
1,42101039100
1,42101027902
2,42101019100
2,42101017100
1,42101011200
1,42101006700
1,42101025400
1,42101008302
3,42101007102
2,42101010400
3,42101006300
1,42101028300
1,42101011000
1,42101007000
1,42101015102
2,42101030501
1,42101015102
2,42101003600
3,42101003001
1,42101008500
5,42101028600
1,42101036202
4,42101008302
1,
4,42101014400
1,42101008200
4,42101008101
2,42101008302
2,42101009300
2,42101011200
2,42101027600
4,42101030501
4,42101005500
5,42101030200
1,42101027700
1,42101030000
2,42101019800
1,42101027600
1,42101017300
2,42101020400
7,42101017202
5,42101016702
6,42101025400
3,42101015200
4,42101008400
3,42101014700
1,42101001900
3,42101028500
6,42101007000
1,42101034802
4,42101032500
1,42101027800
3,42101009400
7,42101008500
4,42101016400
4,42101032000
5,42101014000
1,42101012100
4,42101006500
2,42101003300
3,42101008302
4,42101037700
2,42101026800
4,42101011200
3,42101013900
3,42101010800
4,42101032100
1,42101007000
4,42101018802
5,42101028200
3,42101029800
7,42101016902
3,42101037700
5,42101008101
6,42101010000
3,42101004104
6,42101030200
4,42101011500
3,42101016902
5,42101014100
1,42101010800
1,42101024900
2,42101011200
1,42101003701
3,42101011400
5,42101010900
1,42101035701
1,42101024300
3,42101008302
4,42101002500
4,42101024000
3,42101014700
3,42101010200
3,42101003200
5,42101028100
2,42101034501
1,42101033701
2,42101035800
2,42101034701
1,42101033701
1,42101033701
1,42101035601
2,42101034702
1,42101033701
1,42101034501
1,42101035500
1,
1,42101027700
1,42101015600
1,42101014100
1,42101026400
2,42101024000
1,42101000701
1,42101024300
1,42101027600
1,42101002500
1,42101008302
1,42101002500
1,42101013900
1,42101008301
4,42101009600
1,42101011900
1,42101006600
4,42101020102
1,42101029800
1,42101027902
1,42101001500
1,42101016400
2,42101028600
1,42101002500
1,42101032300
1,42101003200
1,42101020200
1,42101013100
1,42101000901
1,42101033701
1,42101025400
3,42101036303
1,42101019700
2,42101033000
1,42101008301
1,42101013900
2,42101036202
4,42101011200
1,42101002701
1,42101032100
2,42101013900
1,42101020101
1,42101002400
1,42101007300
1,42101002500
1,42101004104
1,42101038800
1,42101012100
1,42101002500
1,42101027300
1,42101012201
1,42101027901
1,42101001400
1,42101006700
3,42101016400
2,42101003300
1,42101013500
2,42101031200
1,42101028000
1,42101008301
1,42101008500
1,42101014800
1,
2,42101030100
1,42101020101
1,42101013900
2,42101030100
3,42101030502
1,42101026800
1,42101019000
1,42101024700
2,42101007300
1,42101028000
4,42101007200
4,42101026700
1,42101010100
2,42101010100
1,42101009400
2,42101009600
1,42101006200
2,42101017701
1,42101026500
4,42101019000
3,42101026500
4,42101030200
6,42101030000
2,42101015102
1,42101003701
1,42101003300
2,42101008500
2,42101015101
2,42101028700
1,42101013900
2,42101026302
1,42101024700
1,42101014700
2,42101016902
1,42101001900
2,42101039001
1,42101027800
1,42101024600
1,42101024300
1,42101035500
1,42101028000
1,42101010200
1,42101026301
3,42101010800
1,42101017100
1,42101010200
4,42101009600
3,42101007000
1,42101010800
3,42101030000
1,42101020101
2,42101028902
6,42101017202
4,42101027300
2,42101028800
2,42101015102
1,42101000401
2,42101006700
2,42101006000
2,42101008400
1,42101024500
2,42101011200
3,42101003200
1,42101007800
1,42101016600
3,42101005400
1,42101026900
2,42101008302
2,42101025200
2,42101030000
2,42101017900
1,42101034900
3,42101020101
1,42101027200
2,42101028400
1,42101030501
1,42101008301
8,42101029900
2,42101003701
1,42101017900
2,42101024500
1,42101024600
1,42101027402
1,42101033701
1,42101035800
2,42101037700
2,42101026700
5,42101015200
3,42101034802
3,42101006200
3,42101017900
6,42101028200
4,42101008200
2,42101003100
3,42101024200
4,42101032300
2,42101003300
5,42101008400
1,42101030000
3,42101030000
1,42101029800
2,42101028400
5,42101019900
1,42101032500
1,42101024600
1,42101032900
3,42101029900
4,42101028300
6,42101028200
2,42101027901
3,42101026600
3,42101014700
5,42101010300
3,42101031402
2,42101019700
3,42101006300
3,42101027500
4,42101030200
5,42101013800
1,42101026800
1,42101026600
3,42101009300
5,42101017500
4,42101032300
6,42101037700
8,42101032100
5,42101010800
3,42101016600
4,42101038301
4,42101012204
6,42101006500
5,42101010700
4,42101027700
3,42101003701
5,42101010800
4,42101005500
1,42101016902
5,42101039001
4,42101025300
4,42101019700
3,42101008500
4,42101031101
5,42101010800
4,42101020101
4,42101028000
1,42101020300
3,42101032600
2,42101024500
4,42101008302
1,42101035800
1,42101036501
2,42101034502
1,42101033701
1,42101035702
1,42101035601
2,42101035601
1,42101035800
1,42101020101
1,42101028000
2,42101027902
1,42101025200
2,42101013500
1,42101008301
4,42101028400
1,42101011000
1,42101034802
1,42101012201
1,
4,42101016702
2,42101038000
1,42101011900
1,42101026500
1,42101006200
1,42101007800
1,42101007400
1,42101012204
2,42101037900
1,42101031900
1,42101032000
2,42101024700
1,42101014900
2,42101017100
2,42101025200
1,42101008302
2,42101030502
3,42101009200
1,42101006200
5,42101016902
1,42101010100
3,42101020200
2,42101010700
4,42101006100
4,42101020101
2,42101028600
1,42101007700
1,42101027100
3,42101011100
1,42101003300
2,42101039002
3,42101028600
2,42101026700
3,42101030100
2,42101032600
3,42101030100
2,42101020101
1,42101017100
3,42101027700
9,42101032500
3,42101031102
3,42101021500
3,42101028902
2,42101008301
3,42101007000
1,42101008500
1,42101016800
1,42101024000
2,42101026600
1,42101020200
2,42101027901
1,42101028400
1,42101027901
2,42101015300
1,42101020200
1,42101008302
1,42101009802
1,42101029800
3,42101014000
1,42101027902
2,42101018802
1,42101014900
1,42101016902
5,42101033000
1,42101006200
1,42101025200
4,42101008500
3,42101010800
5,42101024500
3,42101019200
4,42101028600
5,42101015102
1,42101006000
1,42101029900
1,42101033600
1,42101013300
1,42101025900
1,42101013900
1,42101006500
1,42101008500
1,42101027800
1,42101008101
3,42101027300
2,42101008101
2,42101003701
2,42101030501
4,42101019900
1,42101019200
1,42101011000
2,42101029400
1,42101008102
4,42101030100
7,42101021300
1,42101009400
3,42101028600
1,42101008400
2,42101010800
5,42101011200
2,42101032900
1,42101012201
4,42101008102
5,42101027402
1,42101008301
5,42101007101
3,42101028300
2,42101034900
2,42101027500
2,42101001102
3,42101015101
4,42101032100
2,42101028600
3,42101024400
2,42101008500
2,42101010300
2,42101028901
1,42101030100
2,42101008302
1,42101013300
3,42101015101
1,42101015300
3,42101030000
1,42101028600
1,42101002701
1,42101027902
6,42101030100
2,42101026500
6,42101015200
1,42101008301
4,42101003702
8,42101010300
4,42101010700
1,42101032100
1,42101019100
4,42101010400
3,42101039100
5,42101007200
2,42101019700
3,42101013900
3,42101009300
1,42101036501
5,42101020701
4,42101002500
3,42101027402
2,42101032000
5,42101023700
7,42101020500
6,42101032500
4,42101031600
6,42101007200
1,42101016600
6,42101007000
3,42101008102
2,42101039001
6,42101024500
5,42101007102
3,42101007200
5,42101018802
4,42101013900
5,42101013900
4,42101032000
4,42101029200
4,42101019200
11,42101020102
5,42101009500
3,42101033102
4,42101005500
3,42101007102
1,42101011200
3,42101029000
2,42101034502
1,42101033701
1,42101033500
2,42101034502
1,42101035800
2,42101035702
2,42101035601
2,42101033600
1,42101027902
1,42101033701
2,42101024900
1,42101027800
1,42101011900
1,42101029000
1,42101011000
1,42101025400
1,42101003300
1,42101006600
1,42101027700
2,42101003200
1,42101013900
1,42101028000
1,42101000901
1,42101006000
1,42101010700
1,42101020400
1,42101007400
2,42101010800
1,42101008301
1,42101009300
6,42101003300
5,42101020101
1,42101032000
4,42101011400
3,42101003701
1,42101024300
2,42101032300
4,42101011100
3,42101002701
2,42101028000
1,42101009300
2,42101025300
1,42101009500
2,42101027902
2,42101027902
1,42101026200
3,42101009300
3,42101027901
3,42101003100
2,42101027901
2,42101009400
2,42101017900
1,42101011900
1,42101008601
2,42101017701
2,42101030501
1,42101024100
1,42101011000
2,42101010500
1,42101034900
2,42101003702
1,42101008500
1,42101003300
1,42101027300
1,42101007200
1,42101000401
1,42101011200
1,42101024300
1,42101027901
2,42101018801
1,42101029900
1,42101008602
1,42101013800
2,42101002801
2,42101007102
1,42101029800
1,42101013900
1,42101016702
2,42101012204
3,42101030200
3,42101014000
1,42101026700
2,42101031900
2,42101016902
1,42101032600
1,42101010700
1,42101016800
1,42101008400
1,42101027600
1,42101037500
1,42101029900
1,42101003100
1,42101015102
1,42101001400
2,42101030100
2,42101028000
1,42101006700
3,42101032600
1,42101017202
3,42101028600
1,42101013300
1,42101011900
3,42101014900
1,42101017202
1,42101006000
3,42101006500
4,42101030600
1,42101036202
1,42101031000
1,42101028100
2,42101028901
2,42101039100
1,42101025900
1,42101020400
1,42101009300
1,42101028902
2,42101025900
2,42101030501
1,42101006700
2,42101019200
6,42101011300
2,42101010700
2,42101033102
3,42101008301
3,42101024400
2,42101019800
7,42101030100
1,42101001102
6,42101037700
3,42101009400
2,42101011900
3,42101038000
2,42101019000
2,42101010400
2,42101037700
2,
2,42101009500
3,42101019700
5,42101008301
5,42101033101
4,42101003300
2,42101026100
3,42101004104
1,42101025400
6,42101014700
1,42101029400
6,42101010700
1,42101008302
1,42101019200
2,42101005500
3,42101003600
5,42101030502
6,42101020900
6,42101016902
5,42101009600
2,42101003701
3,42101028300
1,42101015300
3,42101024900
2,42101026700
4,42101032300
8,42101015200
4,42101017100
5,42101030000
2,42101017800
2,42101018802
3,42101031700
2,42101010800
5,42101033000
3,42101032000
5,42101017701
3,42101017900
1,42101020101
5,42101006600
3,42101031101
2,42101018802
1,42101029800
1,42101011900
3,42101008302
1,42101026100
4,42101009300
6,42101014700
4,42101006300
6,42101034900
3,42101019700
5,42101029300
3,42101017500
8,42101003702
4,42101033000
5,42101024900
1,42101006000
3,42101034400
1,42101035601
2,42101035601
2,42101006200
1,42101034502
1,42101033701
1,42101036501
2,42101033701
2,42101036501
2,42101008301
1,42101007300
1,42101006700
1,42101011000
1,42101012100
1,42101039002
1,42101002000
2,42101006700
4,42101027901
5,
4,42101006400
1,42101001102
2,42101016901
1,42101021600
3,42101031700
3,42101029800
4,42101010400
1,42101024500
1,42101035500
1,42101034501
1,42101035702
2,42101034702
1,42101009300
1,42101035701
1,42101028000
1,42101033701
3,42101019200
5,42101004103
1,42101024500
1,42101032100
2,42101025400
4,42101028902
1,42101035601
1,42101002200
1,42101020200
1,42101011200
1,42101011900
1,42101026700
3,42101006700
1,42101007101
1,42101028300
2,42101037700
1,42101018802
6,42101006300
3,42101030501
1,42101035601
8,42101015102
1,42101001101
1,42101030100
6,42101015200
1,42101008301
4,42101011200
1,42101003600
3,42101008302
1,42101017602
3,42101028400
1,42101000401
3,42101028400
1,42101030200
4,42101010700
5,42101020300
1,42101032300
1,42101020102
1,42101027902
1,42101030100
1,42101010400
1,42101011000
3,42101011100
1,42101030501
9,42101025200
1,42101006200
1,42101032600
3,42101027300
5,42101011200
1,42101024500
4,42101032600
4,42101012204
4,42101020300
1,42101008301
4,42101026700
4,42101032900
1,42101020102
1,42101011000
1,42101003100
1,42101006700
1,42101008301
1,42101036202
4,42101030100
10,42101010700
1,42101006600
2,42101003300
8,42101011200
1,42101031101
2,42101020101
4,42101011500
2,42101008500
1,42101002500
1,42101011000
3,42101010100
4,42101039002
6,42101027500
1,42101006500
1,42101023700
1,42101017300
1,42101003901
1,42101008000
1,42101024100
1,42101006500
1,42101028600
1,42101023700
1,42101032900
1,42101016902
1,42101003200
2,42101037700
2,42101016800
1,42101016500
1,
1,42101024500
1,42101003300
1,42101008101
4,42101009300
1,42101016500
1,42101014900
1,42101030100
1,42101006300
3,42101029900
5,42101007300
4,42101008301
3,42101025300
4,42101024000
1,42101007300
7,42101008101
1,42101002500
1,42101011900
7,42101011100
2,42101018802
5,42101038000
1,42101024500
1,42101008301
2,42101017202
6,42101010200
4,42101028300
6,42101015102
3,42101031900
4,42101024200
1,42101001900
1,
2,42101008500
2,42101018801
4,42101039002
1,
1,42101020101
1,42101032000
1,42101013900
2,42101004104
2,42101003701
3,42101002500
1,42101014600
1,42101028000
1,42101028000
1,42101037700
2,42101032600
3,42101006500
3,42101029400
5,42101028600
3,42101003701
6,42101028400
2,42101006700
1,42101003300
1,42101008301
1,42101013800
1,42101027600
1,42101006700
2,42101007000
5,42101010800
1,42101025300
1,42101007102
1,42101008102
5,42101010900
2,42101024400
2,42101028902
2,42101003001
1,42101016600
1,42101007300
1,42101016600
1,42101009300
2,42101019100
1,42101006700
1,42101030200
1,42101014900
1,42101008301
5,42101033000
1,42101017300
2,42101003300
2,42101008102
1,42101033300
1,42101020500
1,42101009500
6,42101020200
1,42101030000
6,42101010700
2,42101017201
3,42101027800
1,42101011900
1,
1,42101020800
2,42101007200
2,42101039002
1,42101030100
1,42101033600
2,42101013900
1,42101017300
1,42101017300
1,42101026800
1,42101027902
2,42101026100
1,42101006100
2,42101009500
4,42101028600
2,42101031700
3,42101008102
1,42101013100
4,42101008400
4,42101013300
2,42101002500
1,42101028000
4,42101020101
4,42101002500
3,42101014900
2,42101030100
2,42101009600
3,42101027600
1,42101014600
1,42101028000
5,42101037700
1,42101028300
1,42101017300
1,42101006500
1,42101037700
1,42101024700
4,42101010800
7,42101024400
2,42101027700
1,42101024100
2,42101013900
4,42101011200
4,42101024500
2,42101024500
5,42101028600
2,42101024300
3,42101031900
2,42101003701
2,42101006000
1,42101025400
1,42101008301
1,42101009600
2,42101027402
5,42101023700
1,42101025600
1,42101008301
3,42101031102
5,42101011300
1,42101019900
1,42101014900
2,42101026500
1,42101028000
3,42101039002
1,42101030000
1,42101024700
1,42101011900
3,42101032100
1,42101013900
1,42101013900
1,42101008400
2,42101008101
2,42101026600
2,42101008400
1,42101033300
2,42101026500
2,42101027901
1,42101019700
1,42101007000
1,42101000401
1,42101030100
3,42101008200
3,42101029300
1,42101017500
2,42101017701
6,42101016400
1,42101032900
1,42101034501
1,42101031900
1,42101008500
1,42101024300
1,42101000701
1,42101010200
4,42101031102
1,42101036000
1,42101035601
2,42101007000
3,42101006500
1,42101001700
1,42101035900
2,42101010200
1,42101001101
1,42101035800
2,42101025400
2,42101007200
1,42101031200
1,42101035800
1,42101026700
4,42101010700
1,42101028300
